Name,Age,Occupation,City,State,Region,ElimWeek,Season ID,Lead Name,Lead Age,Lead Occupation,Lead City,Lead State,Lead Region,Age Difference,Same Region,target
Amy,22.0,Nanny,Stockton,California,West,3.0,Bachelor 12,Matt Grant,27.0,Global Financier,London,England,Other,5.0,0,0
Erin Storm,33.0,Hot-dog vendor,Venice,California,West,3.0,Bachelor 12,Matt Grant,27.0,Global Financier,London,England,Other,6.0,0,0
Kristine Heffelfinger,33.0,Personal trainer,Dillsburg,Pennsylvania,Northeast,3.0,Bachelor 12,Matt Grant,27.0,Global Financier,London,England,Other,6.0,0,0
Carri Perrier,25.0,Church marketing rep.,Oklahoma City,Oklahoma,South,2.0,Bachelor 12,Matt Grant,27.0,Global Financier,London,England,Other,2.0,0,0
Erin Harper,25.0,Event planner,Seattle,Washington,West,2.0,Bachelor 12,Matt Grant,27.0,Global Financier,London,England,Other,2.0,0,0
Michelle P.,28.0,Administrative assistant,Syracuse,New York,Northeast,2.0,Bachelor 12,Matt Grant,27.0,Global Financier,London,England,Other,1.0,0,0
Alyssa,24.0,Biology student,Boise,Idaho,West,1.0,Bachelor 12,Matt Grant,27.0,Global Financier,London,England,Other,3.0,0,0
Amanda Petterman,26.0,Law student,LaFollette,Tennessee,South,1.0,Bachelor 12,Matt Grant,27.0,Global Financier,London,England,Other,1.0,0,0
Denise,30.0,Attorney and former White House aide,Washington,D.C,Other,1.0,Bachelor 12,Matt Grant,27.0,Global Financier,London,England,Other,3.0,1,0
Devon,24.0,Makeup artist,Austin,Texas,South,1.0,Bachelor 12,Matt Grant,27.0,Global Financier,London,England,Other,3.0,0,0
Lesley Geyer,23.0,Youth minister,Tampa,Florida,South,1.0,Bachelor 12,Matt Grant,27.0,Global Financier,London,England,Other,4.0,0,0
Michele R.,33.0,Interior designer,Laguna Niguel,California,West,1.0,Bachelor 12,Matt Grant,27.0,Global Financier,London,England,Other,6.0,0,0
Rebecca,30.0,Attorney,Alamo,California,West,1.0,Bachelor 12,Matt Grant,27.0,Global Financier,London,England,Other,3.0,0,0
Stacey Elza,26.0,Graduate student,Chicago,Illinois,Midwest,1.0,Bachelor 12,Matt Grant,27.0,Global Financier,London,England,Other,1.0,0,0
Tamara,23.0,Cocktail waitress,Beverly Hills,California,West,1.0,Bachelor 12,Matt Grant,27.0,Global Financier,London,England,Other,4.0,0,0
Tiffany,33.0,Real estate marketing rep.,San Francisco,California,West,1.0,Bachelor 12,Matt Grant,27.0,Global Financier,London,England,Other,6.0,0,0
Melissa Rycroft,25.0,Sales Representative,Dallas,Texas,South,,Bachelor 13,Jason Mesnick,33.0,Account Executive,Cleveland,Ohio,Midwest,8.0,0,1
Molly Malaney,24.0,Department Store Buyer,Brookfield,Wisconsin,Midwest,8.0,Bachelor 13,Jason Mesnick,33.0,Account Executive,Cleveland,Ohio,Midwest,9.0,1,0
Jillian Harris,29.0,Interior Designer,Peace River,Alberta,Other,7.0,Bachelor 13,Jason Mesnick,33.0,Account Executive,Cleveland,Ohio,Midwest,4.0,0,0
Naomi Rose Crespo,24.0,Flight Attendant,Carlsbad,California,West,6.0,Bachelor 13,Jason Mesnick,33.0,Account Executive,Cleveland,Ohio,Midwest,9.0,0,0
Stephanie Hogan,34.0,Single Mother & Medical Marketing Rep.,Huntsville,Alabama,South,5.0,Bachelor 13,Jason Mesnick,33.0,Account Executive,Cleveland,Ohio,Midwest,1.0,0,0
Lauren Wanger,27.0,Teacher,Marlboro,New Jersey,Northeast,4.0,Bachelor 13,Jason Mesnick,33.0,Account Executive,Cleveland,Ohio,Midwest,6.0,0,0
Megan Parris,25.0,Single Mother and Lacrosse Coach,Sewickley,Pennsylvania,Northeast,4.0,Bachelor 13,Jason Mesnick,33.0,Account Executive,Cleveland,Ohio,Midwest,8.0,0,0
Shannon Bair,29.0,Dental Hygienist,Marshall,Missouri,Midwest,4.0,Bachelor 13,Jason Mesnick,33.0,Account Executive,Cleveland,Ohio,Midwest,4.0,1,0
"Nicole ""Nikki"" Kaapke",29.0,Administrative Assistant,Blue Island,Illinois,Midwest,4.0,Bachelor 13,Jason Mesnick,33.0,Account Executive,Cleveland,Ohio,Midwest,4.0,1,0
Erica DeSimone,25.0,Account Executive,Monroe,Connecticut,Northeast,3.0,Bachelor 13,Jason Mesnick,33.0,Account Executive,Cleveland,Ohio,Midwest,8.0,0,0
Kari Fajen,27.0,Account Executive,Lee's Summit,Missouri,Midwest,3.0,Bachelor 13,Jason Mesnick,33.0,Account Executive,Cleveland,Ohio,Midwest,6.0,1,0
Natalie Getz,27.0,Human Resources Recruiter,Morton,Illinois,Midwest,3.0,Bachelor 13,Jason Mesnick,33.0,Account Executive,Cleveland,Ohio,Midwest,6.0,1,0
Raquel Medeiros,27.0,Medical Student,Recife,Brazil,Other,2.0,Bachelor 13,Jason Mesnick,33.0,Account Executive,Cleveland,Ohio,Midwest,6.0,0,0
Sharon Staebell,32.0,Teacher,Batavia,New York,Northeast,2.0,Bachelor 13,Jason Mesnick,33.0,Account Executive,Cleveland,Ohio,Midwest,1.0,0,0
Lisa Gonzalez,28.0,Public Relations Associate,Boise,Idaho,West,2.0,Bachelor 13,Jason Mesnick,33.0,Account Executive,Cleveland,Ohio,Midwest,5.0,0,0
Ann Lueders,24.0,Flight Attendant,Phoenix,Arizona,West,1.0,Bachelor 13,Jason Mesnick,33.0,Account Executive,Cleveland,Ohio,Midwest,9.0,0,0
Dominique Carta,26.0,Medical Sales Rep.,Mt. Carmel,Pennsylvania,Northeast,1.0,Bachelor 13,Jason Mesnick,33.0,Account Executive,Cleveland,Ohio,Midwest,7.0,0,0
Emily,23.0,Casino Marketing Rep.,Seattle,Washington,West,1.0,Bachelor 13,Jason Mesnick,33.0,Account Executive,Cleveland,Ohio,Midwest,10.0,0,0
Jackie Hickey,26.0,Wedding Coordinator,Springfield,Massachusetts,Northeast,1.0,Bachelor 13,Jason Mesnick,33.0,Account Executive,Cleveland,Ohio,Midwest,7.0,0,0
Julie Dermotta,26.0,Teacher,Columbus,Ohio,Midwest,1.0,Bachelor 13,Jason Mesnick,33.0,Account Executive,Cleveland,Ohio,Midwest,7.0,1,0
Nicole Mah,25.0,Menswear Buyer,Calgary,Alberta,Other,1.0,Bachelor 13,Jason Mesnick,33.0,Account Executive,Cleveland,Ohio,Midwest,8.0,0,0
Renee Simlak,36.0,Jewelry Designer,Southfield,Michigan,Midwest,1.0,Bachelor 13,Jason Mesnick,33.0,Account Executive,Cleveland,Ohio,Midwest,3.0,1,0
Shelby,23.0,Account Executive,Stockton,California,West,1.0,Bachelor 13,Jason Mesnick,33.0,Account Executive,Cleveland,Ohio,Midwest,10.0,0,0
Stacia Mann,24.0,Single Mother & Charity Accountant,Orem,Utah,West,1.0,Bachelor 13,Jason Mesnick,33.0,Account Executive,Cleveland,Ohio,Midwest,9.0,0,0
Treasure Morgan,28.0,Single Mother and Nurse Practitioner,Salt Lake City,Utah,West,1.0,Bachelor 13,Jason Mesnick,33.0,Account Executive,Cleveland,Ohio,Midwest,5.0,0,0
Vienna Girardi,23.0,Marketing Representative,Geneva,Florida,South,,Bachelor 14,Jake Pavelka,32.0,Flight Instructor,Dallas,Texas,South,9.0,1,1
Tenley Molzahn,25.0,College Admissions,Newberg,Oregon,West,8.0,Bachelor 14,Jake Pavelka,32.0,Flight Instructor,Dallas,Texas,South,7.0,0,0
Gia Allemand,26.0,Swimsuit Model,New York,New York,Northeast,7.0,Bachelor 14,Jake Pavelka,32.0,Flight Instructor,Dallas,Texas,South,6.0,0,0
Ali Fedotowsky,25.0,Advertising Account Manager,Williamstown,Massachusetts,Northeast,6.0,Bachelor 14,Jake Pavelka,32.0,Flight Instructor,Dallas,Texas,South,7.0,0,0
Corrie Adamson,23.0,Wardrobe Consultant,Kissimmee,Florida,South,5.0,Bachelor 14,Jake Pavelka,32.0,Flight Instructor,Dallas,Texas,South,9.0,1,0
Ashleigh Hunt,25.0,Account Manager,North Potomac,Maryland,South,4.0,Bachelor 14,Jake Pavelka,32.0,Flight Instructor,Dallas,Texas,South,7.0,1,0
Jessie Sulidis,25.0,Cosmetic Sales Manager,Oakville,Ontario,Other,4.0,Bachelor 14,Jake Pavelka,32.0,Flight Instructor,Dallas,Texas,South,7.0,0,0
Kathryn Sherlock,25.0,Corporate Flight Attendant,Lexington,Kentucky,South,4.0,Bachelor 14,Jake Pavelka,32.0,Flight Instructor,Dallas,Texas,South,7.0,1,0
Ella Nolan,30.0,Hair Stylist,La Follette,Tennessee,South,4.0,Bachelor 14,Jake Pavelka,32.0,Flight Instructor,Dallas,Texas,South,2.0,1,0
Elizabeth Kitt (NE),29.0,Nanny,Imperial,Nebraska,Midwest,3.0,Bachelor 14,Jake Pavelka,32.0,Flight Instructor,Dallas,Texas,South,3.0,0,0
Valishia Savage,32.0,Homemaker,San Bernardino,California,West,3.0,Bachelor 14,Jake Pavelka,32.0,Flight Instructor,Dallas,Texas,South,0.0,0,0
Michelle Kujawa,26.0,Office Manager,Anaheim,California,West,3.0,Bachelor 14,Jake Pavelka,32.0,Flight Instructor,Dallas,Texas,South,6.0,0,0
Ashley Elmore,29.0,Teacher,Pittsburgh,Pennsylvania,Northeast,2.0,Bachelor 14,Jake Pavelka,32.0,Flight Instructor,Dallas,Texas,South,3.0,0,0
Christina McCasland,25.0,Restaurant Manager,San Diego,California,West,2.0,Bachelor 14,Jake Pavelka,32.0,Flight Instructor,Dallas,Texas,South,7.0,0,0
Rozlyn Papa,28.0,Model/Make-Up Artist,Richmond,Virginia,South,2.0,Bachelor 14,Jake Pavelka,32.0,Flight Instructor,Dallas,Texas,South,4.0,1,0
Alexa (Lex) McAllister,25.0,Entrepreneur,Galloway,Ohio,Midwest,1.0,Bachelor 14,Jake Pavelka,32.0,Flight Instructor,Dallas,Texas,South,7.0,0,0
Caitlyn McCabe,24.0,Spokesmodel,Winfield,Illinois,Midwest,1.0,Bachelor 14,Jake Pavelka,32.0,Flight Instructor,Dallas,Texas,South,8.0,0,0
Channy Choch,29.0,Mortgage Loan Officer,Santa Rosa,California,West,1.0,Bachelor 14,Jake Pavelka,32.0,Flight Instructor,Dallas,Texas,South,3.0,0,0
Elizabeth Kreft (D.C.),29.0,"Captain, Air National Guard",Union,Kentucky,South,1.0,Bachelor 14,Jake Pavelka,32.0,Flight Instructor,Dallas,Texas,South,3.0,1,0
Emily Harkins,23.0,Fitness Model,West Chester,Ohio,Midwest,1.0,Bachelor 14,Jake Pavelka,32.0,Flight Instructor,Dallas,Texas,South,9.0,0,0
Kimberly Sullivan,24.0,NBA Dancer,Norman,Oklahoma,South,1.0,Bachelor 14,Jake Pavelka,32.0,Flight Instructor,Dallas,Texas,South,8.0,1,0
Kirsten Pittman,25.0,Waitress,Aurora,Colorado,West,1.0,Bachelor 14,Jake Pavelka,32.0,Flight Instructor,Dallas,Texas,South,7.0,0,0
Sheila Marie Lidner,25.0,Commercial Pilot,Scottsdale,Arizona,West,1.0,Bachelor 14,Jake Pavelka,32.0,Flight Instructor,Dallas,Texas,South,7.0,0,0
Stephanie Mueller,24.0,Dance Teacher,Morris,Illinois,Midwest,1.0,Bachelor 14,Jake Pavelka,32.0,Flight Instructor,Dallas,Texas,South,8.0,0,0
Tiana Kruzel,31.0,Medical Technician,Calgary,Alberta,Other,1.0,Bachelor 14,Jake Pavelka,32.0,Flight Instructor,Dallas,Texas,South,1.0,0,0
Emily Maynard,25.0,Children's Hospital Event Planner,Morgantown,West Virginia,South,,Bachelor 15,Brad Womack,38.0,Entrepreneur,Austin,Texas,South,13.0,1,1
Chantal O'Brien,28.0,Executive Assistant,Mercer Island,Washington,West,10.0,Bachelor 15,Brad Womack,38.0,Entrepreneur,Austin,Texas,South,10.0,0,0
Ashley Hebert,26.0,Dental Student,Madawaska,Maine,Northeast,9.0,Bachelor 15,Brad Womack,38.0,Entrepreneur,Austin,Texas,South,12.0,0,0
Shawntel Newton,25.0,Funeral Director,Chico,California,West,8.0,Bachelor 15,Brad Womack,38.0,Entrepreneur,Austin,Texas,South,13.0,0,0
Michelle Money,30.0,Hair stylist,Salt Lake City,Utah,West,7.0,Bachelor 15,Brad Womack,38.0,Entrepreneur,Austin,Texas,South,8.0,0,0
Britt Billmaier,25.0,Food writer,Woodinville,Washington,West,7.0,Bachelor 15,Brad Womack,38.0,Entrepreneur,Austin,Texas,South,13.0,0,0
Jackie Gordon,26.0,Artist,Newport,Rhode Island,Northeast,6.0,Bachelor 15,Brad Womack,38.0,Entrepreneur,Austin,Texas,South,12.0,0,0
Alli Travis,24.0,Apparel merchant,Columbus,Ohio,Midwest,6.0,Bachelor 15,Brad Womack,38.0,Entrepreneur,Austin,Texas,South,14.0,0,0
Lisa Morrisey,24.0,Marketing Coordinator,Ottawa,Kansas,Midwest,5.0,Bachelor 15,Brad Womack,38.0,Entrepreneur,Austin,Texas,South,14.0,0,0
Marissa May,26.0,Sports Publicist,Mesa,Arizona,West,5.0,Bachelor 15,Brad Womack,38.0,Entrepreneur,Austin,Texas,South,12.0,0,0
Ashley Spivey,26.0,Nanny,Ellerbe,North Carolina,South,5.0,Bachelor 15,Brad Womack,38.0,Entrepreneur,Austin,Texas,South,12.0,1,0
Lindsay Hill,25.0,First grade teacher,Plano,Texas,South,4.0,Bachelor 15,Brad Womack,38.0,Entrepreneur,Austin,Texas,South,13.0,1,0
Meghan Merritt,30.0,Fashion Marketer,Princeton,New Jersey,Northeast,4.0,Bachelor 15,Brad Womack,38.0,Entrepreneur,Austin,Texas,South,8.0,0,0
Stacey Quirpel,26.0,Bartender,Quincy,Massachusetts,Northeast,4.0,Bachelor 15,Brad Womack,38.0,Entrepreneur,Austin,Texas,South,12.0,0,0
Kimberly Coon,27.0,Marketing Coordinator,Orlando,Florida,South,3.0,Bachelor 15,Brad Womack,38.0,Entrepreneur,Austin,Texas,South,11.0,1,0
Sarah Powell,27.0,Real Estate Broker,Denver,Colorado,West,3.0,Bachelor 15,Brad Womack,38.0,Entrepreneur,Austin,Texas,South,11.0,0,0
Madison Garton,25.0,Model,Vail,Colorado,West,3.0,Bachelor 15,Brad Womack,38.0,Entrepreneur,Austin,Texas,South,13.0,0,0
Keltie Colleen,28.0,Radio City Rockette,Sherwood Park,Alberta,Other,2.0,Bachelor 15,Brad Womack,38.0,Entrepreneur,Austin,Texas,South,10.0,0,0
Melissa Schreiber,32.0,Waitress,Westport,Connecticut,Northeast,2.0,Bachelor 15,Brad Womack,38.0,Entrepreneur,Austin,Texas,South,6.0,0,0
Raichel Goodyear,29.0,Manscaper,Fullerton,California,West,2.0,Bachelor 15,Brad Womack,38.0,Entrepreneur,Austin,Texas,South,9.0,0,0
Britnee,25.0,Paralegal,Holland,Pennsylvania,Northeast,1.0,Bachelor 15,Brad Womack,38.0,Entrepreneur,Austin,Texas,South,13.0,0,0
Cristy Caserta,30.0,Attorney,Davie,Florida,South,1.0,Bachelor 15,Brad Womack,38.0,Entrepreneur,Austin,Texas,South,8.0,1,0
"Jessica ""J"" Adams",26.0,Operations Manager,Seattle,Washington,West,1.0,Bachelor 15,Brad Womack,38.0,Entrepreneur,Austin,Texas,South,12.0,0,0
Jill Ruskowski,28.0,Sales director,Frisco,Texas,South,1.0,Bachelor 15,Brad Womack,38.0,Entrepreneur,Austin,Texas,South,10.0,1,0
Lacey Garbelman,27.0,Insurance agent,Tampa,Florida,South,1.0,Bachelor 15,Brad Womack,38.0,Entrepreneur,Austin,Texas,South,11.0,1,0
Lauren Moore,26.0,High School Teacher,Culpeper,Virginia,South,1.0,Bachelor 15,Brad Womack,38.0,Entrepreneur,Austin,Texas,South,12.0,1,0
Lisa P.,27.0,Sales Consultant,Dix Hills,New York,Northeast,1.0,Bachelor 15,Brad Womack,38.0,Entrepreneur,Austin,Texas,South,11.0,0,0
Rebecca,30.0,Esthetician,Mission Viejo,California,West,1.0,Bachelor 15,Brad Womack,38.0,Entrepreneur,Austin,Texas,South,8.0,0,0
Renee Halpin,28.0,Nanny,Palos Hills,Illinois,Midwest,1.0,Bachelor 15,Brad Womack,38.0,Entrepreneur,Austin,Texas,South,10.0,0,0
Sarah Ledtke,25.0,Musical Theatre Performer,Saginaw,Michigan,Midwest,1.0,Bachelor 15,Brad Womack,38.0,Entrepreneur,Austin,Texas,South,13.0,0,0
Courtney Robertson,28.0,Model,Scottsdale,Arizona,West,,Bachelor 16,Ben Flajnik,28.0,Wine Maker,Sonoma,California,West,0.0,1,1
Lindzi Cox,27.0,Business development manager,Newcastle,Washington,West,10.0,Bachelor 16,Ben Flajnik,28.0,Wine Maker,Sonoma,California,West,1.0,1,0
Nicki Sterling,26.0,Dental hygienist,Hurst,Texas,South,9.0,Bachelor 16,Ben Flajnik,28.0,Wine Maker,Sonoma,California,West,2.0,0,0
Kacie Boguskie,24.0,Administrative assistant,Clarksville,Tennessee,South,8.0,Bachelor 16,Ben Flajnik,28.0,Wine Maker,Sonoma,California,West,4.0,0,0
Emily O'Brien,27.0,PhD Student,Chapel Hill,North Carolina,South,7.0,Bachelor 16,Ben Flajnik,28.0,Wine Maker,Sonoma,California,West,1.0,0,0
Rachel Truehart,27.0,Fashion sales representative,Southampton,Massachusetts,Northeast,7.0,Bachelor 16,Ben Flajnik,28.0,Wine Maker,Sonoma,California,West,1.0,0,0
Jamie Otis,25.0,Registered nurse,Dryden,New York,Northeast,6.0,Bachelor 16,Ben Flajnik,28.0,Wine Maker,Sonoma,California,West,3.0,0,0
Casey Shteamer,26.0,Trading clerk,Leawood,Kansas,Midwest,6.0,Bachelor 16,Ben Flajnik,28.0,Wine Maker,Sonoma,California,West,2.0,0,0
Blakeley Jones,33.0,VIP cocktail waitress,Rutherfordton,North Carolina,South,6.0,Bachelor 16,Ben Flajnik,28.0,Wine Maker,Sonoma,California,West,5.0,0,0
Jennifer Fritsch,28.0,Accountant,Cache,Oklahoma,South,5.0,Bachelor 16,Ben Flajnik,28.0,Wine Maker,Sonoma,California,West,0.0,0,0
Elyse Myers,24.0,Personal trainer,Chicago,Illinois,Midwest,5.0,Bachelor 16,Ben Flajnik,28.0,Wine Maker,Sonoma,California,West,4.0,0,0
Monica Spannbauer,33.0,Dental consultant,Yuba,California,West,4.0,Bachelor 16,Ben Flajnik,28.0,Wine Maker,Sonoma,California,West,5.0,1,0
Samantha Levey,26.0,Advertising account manager,Pittsburgh,Pennsylvania,Northeast,4.0,Bachelor 16,Ben Flajnik,28.0,Wine Maker,Sonoma,California,West,2.0,0,0
Erika Uhlig,23.0,Law student,Charlottesville,Virginia,South,3.0,Bachelor 16,Ben Flajnik,28.0,Wine Maker,Sonoma,California,West,5.0,0,0
Jaclyn Swartz,27.0,Advertising account manager,Newton,Massachusetts,Northeast,3.0,Bachelor 16,Ben Flajnik,28.0,Wine Maker,Sonoma,California,West,1.0,0,0
Brittney Schreiner,26.0,Medical sales representative,Colorado Springs,Colorado,West,3.0,Bachelor 16,Ben Flajnik,28.0,Wine Maker,Sonoma,California,West,2.0,1,0
Jenna Burke,27.0,Blogger,Loveland,Ohio,Midwest,2.0,Bachelor 16,Ben Flajnik,28.0,Wine Maker,Sonoma,California,West,1.0,0,0
Shawn Reynolds,28.0,Financial advisor,Cincinnati,Ohio,Midwest,2.0,Bachelor 16,Ben Flajnik,28.0,Wine Maker,Sonoma,California,West,0.0,0,0
Amber Bacon,23.0,Labor and delivery nurse,Port Coquitlam,British Columbia,Other,1.0,Bachelor 16,Ben Flajnik,28.0,Wine Maker,Sonoma,California,West,5.0,0,0
Amber Tierney,28.0,Critical care nurse,Waverly,Nebraska,Midwest,1.0,Bachelor 16,Ben Flajnik,28.0,Wine Maker,Sonoma,California,West,0.0,0,0
Anna Snowball,25.0,Student,Detroit,Michigan,Midwest,1.0,Bachelor 16,Ben Flajnik,28.0,Wine Maker,Sonoma,California,West,3.0,0,0
Dianna Martinez,30.0,Nonprofit director,San Gabriel,California,West,1.0,Bachelor 16,Ben Flajnik,28.0,Wine Maker,Sonoma,California,West,2.0,1,0
Holly Johnson,34.0,Pharmaceutical sales representative,Salyersville,Kentucky,South,1.0,Bachelor 16,Ben Flajnik,28.0,Wine Maker,Sonoma,California,West,6.0,0,0
Lyndsie James,29.0,Internet entrepreneur,London,England,Other,1.0,Bachelor 16,Ben Flajnik,28.0,Wine Maker,Sonoma,California,West,1.0,0,0
Shira Astrof,35.0,Actress,Massapequa Park,New York,Northeast,1.0,Bachelor 16,Ben Flajnik,28.0,Wine Maker,Sonoma,California,West,7.0,0,0
Catherine Giudici,26.0,Graphic Designer,Seattle,Washington,West,,Bachelor 17,Sean Lowe,28.0,Entrepreneur,McKinney,Texas,South,2.0,0,1
Lindsay Yenter,24.0,Substitute Teacher,Fort Bragg,North Carolina,South,10.0,Bachelor 17,Sean Lowe,28.0,Entrepreneur,McKinney,Texas,South,4.0,1,0
AshLee Frazier,32.0,Personal Organizer,Houston,Texas,South,9.0,Bachelor 17,Sean Lowe,28.0,Entrepreneur,McKinney,Texas,South,4.0,1,0
Desiree Hartsock,26.0,Bridal Stylist,Northglenn,Colorado,West,8.0,Bachelor 17,Sean Lowe,28.0,Entrepreneur,McKinney,Texas,South,2.0,0,0
Lesley Murphy,24.0,Political Consultant,Fort Smith,Arkansas,South,7.0,Bachelor 17,Sean Lowe,28.0,Entrepreneur,McKinney,Texas,South,4.0,1,0
Tierra LiCausi,24.0,Leasing Consultant,Las Vegas,Nevada,West,7.0,Bachelor 17,Sean Lowe,28.0,Entrepreneur,McKinney,Texas,South,4.0,0,0
Daniella McBride,24.0,Commercial Casting Associate,Belmont,California,West,6.0,Bachelor 17,Sean Lowe,28.0,Entrepreneur,McKinney,Texas,South,4.0,0,0
Selma Alameri,29.0,Real Estate Dealer,Borrego Springs,California,West,6.0,Bachelor 17,Sean Lowe,28.0,Entrepreneur,McKinney,Texas,South,1.0,0,0
Sarah Herron,26.0,Advertising Executive,Evergreen,Colorado,West,6.0,Bachelor 17,Sean Lowe,28.0,Entrepreneur,McKinney,Texas,South,2.0,0,0
Robyn Howard,24.0,Oil Field Account Manager,Topeka,Kansas,Midwest,5.0,Bachelor 17,Sean Lowe,28.0,Entrepreneur,McKinney,Texas,South,4.0,0,0
Jackie Parr,25.0,Cosmetics Consultant,Ormond Beach,Florida,South,5.0,Bachelor 17,Sean Lowe,28.0,Entrepreneur,McKinney,Texas,South,3.0,1,0
Amanda Meyer,26.0,Fit Model,Bakersfield,California,West,4.0,Bachelor 17,Sean Lowe,28.0,Entrepreneur,McKinney,Texas,South,2.0,0,0
Leslie Hughes,28.0,Poker Dealer,Ruskin,Florida,South,4.0,Bachelor 17,Sean Lowe,28.0,Entrepreneur,McKinney,Texas,South,0.0,1,0
Kristy Kaminski,25.0,Model,Darien,Wisconsin,Midwest,3.0,Bachelor 17,Sean Lowe,28.0,Entrepreneur,McKinney,Texas,South,3.0,0,0
Taryn Renee Daniels,30.0,Health Club Manager,Troutdale,Oregon,West,3.0,Bachelor 17,Sean Lowe,28.0,Entrepreneur,McKinney,Texas,South,2.0,0,0
Kacie Boguskie,25.0,Administrative Assistant,Clarksville,Tennessee,South,3.0,Bachelor 17,Sean Lowe,28.0,Entrepreneur,McKinney,Texas,South,3.0,1,0
Brooke Burchette,25.0,Community Organizer,Pittsburgh,Pennsylvania,Northeast,2.0,Bachelor 17,Sean Lowe,28.0,Entrepreneur,McKinney,Texas,South,3.0,0,0
Diana Weeks Willardson,31.0,Salon Owner,Sandy,Utah,West,2.0,Bachelor 17,Sean Lowe,28.0,Entrepreneur,McKinney,Texas,South,3.0,0,0
Katie Levans,27.0,Yoga Instructor,Woodstock,Illinois,Midwest,2.0,Bachelor 17,Sean Lowe,28.0,Entrepreneur,McKinney,Texas,South,1.0,0,0
Ashley Harper,25.0,Fashion Model,Garner,North Carolina,South,1.0,Bachelor 17,Sean Lowe,28.0,Entrepreneur,McKinney,Texas,South,3.0,1,0
Ashley Palenkas,28.0,Hair Stylist,Macomb,Michigan,Midwest,1.0,Bachelor 17,Sean Lowe,28.0,Entrepreneur,McKinney,Texas,South,0.0,0,0
Kelly Dutton,28.0,Cruise Ship Entertainer,Chattanooga,Tennessee,South,1.0,Bachelor 17,Sean Lowe,28.0,Entrepreneur,McKinney,Texas,South,0.0,1,0
Keriann Miranda,29.0,Entrepreneur,Agoura Hills,California,West,1.0,Bachelor 17,Sean Lowe,28.0,Entrepreneur,McKinney,Texas,South,1.0,0,0
Lacey Latka,24.0,Graduate Student,Stevenson Ranch,California,West,1.0,Bachelor 17,Sean Lowe,28.0,Entrepreneur,McKinney,Texas,South,4.0,0,0
Lauren Marchetti,27.0,Journalist,Cranston,Rhode Island,Northeast,1.0,Bachelor 17,Sean Lowe,28.0,Entrepreneur,McKinney,Texas,South,1.0,0,0
Paige Vigil,25.0,Jumbotron Operator,Minnetonka,Minnesota,Midwest,1.0,Bachelor 17,Sean Lowe,28.0,Entrepreneur,McKinney,Texas,South,3.0,0,0
Nikki Ferrell,26.0,Pediatric Nurse,Kearney,Missouri,Midwest,,Bachelor 18,Juan Pablo Galavais,32.0,Professional Soccer Player,Miami,Florida,South,6.0,0,1
Clare Crawley,32.0,Hairstylist,Sacramento,California,West,10.0,Bachelor 18,Juan Pablo Galavais,32.0,Professional Soccer Player,Miami,Florida,South,0.0,0,0
Andi Dorfman,26.0,Assistant District Attorney,Buckhead,Georgia,South,9.0,Bachelor 18,Juan Pablo Galavais,32.0,Professional Soccer Player,Miami,Florida,South,6.0,1,0
Renee Oteri,32.0,Real Estate Agent,Martha's Vineyard,Massachusetts,Northeast,8.0,Bachelor 18,Juan Pablo Galavais,32.0,Professional Soccer Player,Miami,Florida,South,0.0,0,0
Chelsie Webster,24.0,Science Educator,Lexington,Ohio,Midwest,7.0,Bachelor 18,Juan Pablo Galavais,32.0,Professional Soccer Player,Miami,Florida,South,8.0,0,0
Sharleen Joynt,29.0,Opera Singer,Ottawa,Ontario,Other,7.0,Bachelor 18,Juan Pablo Galavais,32.0,Professional Soccer Player,Miami,Florida,South,3.0,0,0
Kat Hurd,29.0,Medical Sales Representative/NBA Dancer,Iowa City,Iowa,Midwest,6.0,Bachelor 18,Juan Pablo Galavais,32.0,Professional Soccer Player,Miami,Florida,South,3.0,0,0
Cassandra Ferguson,22.0,Former NBA Dancer,Shelby Charter Township,Michigan,Midwest,6.0,Bachelor 18,Juan Pablo Galavais,32.0,Professional Soccer Player,Miami,Florida,South,10.0,0,0
Alli Restko,26.0,Nanny,Orland Park,Illinois,Midwest,5.0,Bachelor 18,Juan Pablo Galavais,32.0,Professional Soccer Player,Miami,Florida,South,6.0,0,0
Danielle Ronco,25.0,Psychiatric Nurse,Litchfield,Illinois,Midwest,5.0,Bachelor 18,Juan Pablo Galavais,32.0,Professional Soccer Player,Miami,Florida,South,7.0,0,0
Kelly Travis,27.0,Dog Lover,Conyers,Georgia,South,5.0,Bachelor 18,Juan Pablo Galavais,32.0,Professional Soccer Player,Miami,Florida,South,5.0,1,0
Elise Mosca,27.0,First Grade Teacher,Forty Fort,Pennsylvania,Northeast,4.0,Bachelor 18,Juan Pablo Galavais,32.0,Professional Soccer Player,Miami,Florida,South,5.0,0,0
Lauren Solomon,26.0,Music Composer,Austin,Texas,South,4.0,Bachelor 18,Juan Pablo Galavais,32.0,Professional Soccer Player,Miami,Florida,South,6.0,1,0
Christy Hansen,24.0,Marketing Manager,Aurora,Illinois,Midwest,3.0,Bachelor 18,Juan Pablo Galavais,32.0,Professional Soccer Player,Miami,Florida,South,8.0,0,0
"Lucinda ""Lucy"" Aragon",25.0,Free Spirit,Santa Barbara,California,West,3.0,Bachelor 18,Juan Pablo Galavais,32.0,Professional Soccer Player,Miami,Florida,South,7.0,0,0
